243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321,243.9321
245.46255,245.25345,245.04393,244.82945,244.6057,244.3716,244.12721,243.87804,243.59412,243.3226,243.05476,242.7957,242.54242,242.23586,242.02766,241.8356,241.68213,241.54306,241.41518,241.29663,241.18654,241.08556,241.01169,240.97267,240.94737,240.94678,240.95245,240.9709,241.00922,241.0682,241.14578,241.2389,241.34834,241.4614,241.5772,241.6993,241.83356,241.97415,242.11417,242.18243,242.2779,242.44182,242.60767,242.56818,242.675,242.68538,242.69154,242.76877,242.96571,243.3019,243.70695,244.2156,244.7725,245.17355,245.39644,245.80702,245.796,245.6279,245.53282,245.4623,245.29485,245.04555,244.86188,244.838,245.05508,245.11234,245.24323,245.49234,245.88358,246.29004,246.66272,246.9622,247.06416,247.17348,247.21733,247.22186,247.13611,247.0344,246.94629,246.91849,246.93312,246.9283,246.917,246.88759,246.83144,246.7527,246.6769,246.59055,246.52345,246.37224,246.22853,246.07126,245.9443,245.9145,245.87503,245.70268
245.97113,245.68208,245.37993,245.10986,244.86253,244.57777,244.25159,243.89363,243.41257,242.9102,242.4656,242.07066,241.7367,241.186,240.82213,240.54268,240.2923,240.0824,239.90651,239.78104,239.72179,239.71123,239.72543,239.66023,239.8429,240.24945,240.556,240.81401,241.15369,241.45126,241.75426,242.06534,242.40974,242.75348,243.12573,243.52423,243.9212,244.32295,244.70865,245.01184,245.56082,246.16779,246.74217,247.27953,247.95877,248.57858,248.61661,248.36873,248.67403,249.23547,249.95851,251.38531,254.02263,256.29712,256.5464,258.04425,258.37173,256.76022,255.49881,255.04184,254.86304,254.14899,252.94243,251.70415,250.75494,249.75461,248.58931,247.44943,246.91338,247.2959,248.47124,249.92987,251.64214,252.38612,252.91443,253.19655,252.9912,252.89459,252.71492,252.45865,252.11923,251.79756,251.52563,251.31944,251.16704,250.7928,250.36925,249.90393,249.41599,248.92644,248.4224,247.8933,247.31903,246.84077,246.54042,246.27309
247.2662,246.78957,246.25919,245.84698,245.48663,245.10275,244.65802,244.175,243.59808,242.83208,242.08675,241.3805,240.58568,239.7541,239.04953,238.45998,237.99277,237.64017,237.37695,237.1791,237.06326,237.04416,237.21588,237.54416,237.95094,238.38852,238.81792,239.44904,240.18022,240.82709,241.40424,242.00891,242.66225,243.301,244.01788,244.68198,245.3372,246.02467,246.72614,247.40143,248.2286,249.21553,250.24043,251.58922,252.58957,254.81908,257.5275,258.71176,262.2539,263.14365,263.80872,264.7231,265.15768,265.43964,265.638,265.687,265.70752,265.4616,265.12335,264.59454,263.8584,262.95215,261.8799,260.61404,258.90622,257.0844,254.95215,252.75552,250.49652,249.17928,249.50294,250.94542,252.91963,254.54343,255.88573,256.98587,257.93564,258.54343,259.20447,259.63577,259.378,258.40997,257.35767,256.69183,256.09885,255.17107,254.0266,253.06903,252.49196,251.81522,251.24573,250.57341,249.89745,249.19727,248.4875,247.83972
248.90341,247.85565,247.01875,246.46,245.95663,245.32861,244.46713,243.58644,242.73633,241.78111,240.67763,239.56358,238.56206,237.56653,236.68188,235.97014,235.39543,234.87572,234.32776,234.01433,234.10353,234.45593,235.06201,235.70543,236.3599,236.96477,237.60942,238.40947,239.18553,240.08908,240.75041,241.51555,242.33688,243.26071,244.26196,245.25728,246.32088,247.25822,248.10591,249.15025,250.55768,252.21468,254.55649,259.45126,262.91708,264.8505,265.8918,266.09058,265.90076,265.69785,265.45685,265.33456,265.146,264.989,264.8834,264.5809,263.543,263.08167,263.28607,263.2635,263.37613,262.97156,262.51703,261.72385,260.70068,259.07996,256.6261,254.24788,252.02776,250.5747,250.66183,251.75609,253.63669,255.74405,257.923,259.90213,260.8939,260.91473,261.30655,261.3506,261.3279,260.99982,260.67023,261.1851,262.4817,261.6609,259.512,258.0334,256.824,255.4716,255.03383,254.18192,252.78044,251.43373,250.6351,249.85402
249.11226,247.77684,246.60011,245.64093,244.74619,243.71657,242.6122,241.46863,240.35414,239.21613,238.11076,236.85182,235.83913,235.08624,234.72272,234.77997,235.10732,235.25142,235.16008,234.96725,234.23164,233.54156,233.66481,234.2342,235.1665,235.91563,236.64412,237.55605,238.28511,239.04686,239.68295,240.61096,241.6407,242.55417,243.24632,244.42746,245.80003,246.84654,247.59781,249.02646,251.55142,255.55098,262.24,266.96454,265.5277,264.95984,264.34714,264.5274,264.71228,265.04047,265.48257,265.75095,265.9608,265.94412,266.39572,266.0684,266.28522,265.89417,265.48068,265.15002,264.16034,262.53967,260.81137,259.38693,258.3853,257.18698,255.75868,254.18616,252.3709,250.9553,250.18585,250.56671,252.25764,255.48593,259.6023,261.9261,263.67596,262.71246,261.65903,261.3423,260.9915,261.05588,260.64365,260.505,262.29114,264.09808,265.34958,264.42117,263.12946,261.27942,259.85934,258.21118,254.98813,252.62737,251.29832,250.15872
248.3314,247.05208,245.63841,244.17206,242.85912,241.66754,240.68294,239.6041,238.43924,237.32117,236.38127,235.7046,235.81136,236.35896,237.16844,238.35497,239.58653,240.39014,240.43922,240.44466,240.6701,240.20078,239.19484,237.98036,236.82745,236.04051,236.33296,237.33661,238.10428,238.70854,239.33754,240.0414,240.71371,241.27046,242.00763,243.32251,244.70055,245.53958,245.89906,246.53673,247.34656,249.89633,255.49246,263.53113,266.07346,265.47733,265.17596,266.3601,268.68225,269.44788,269.7076,269.75195,269.75812,269.17468,267.98697,266.65866,265.22305,263.44696,263.66727,263.39117,261.9442,260.11792,258.43256,257.54077,256.4539,255.60558,255.72548,255.72823,255.29451,254.58658,253.7167,253.33582,252.78651,257.38873,263.74088,263.89853,262.67896,262.0133,261.67953,261.6721,262.19232,262.49615,262.48746,262.5631,265.26218,267.53,268.59238,264.15924,263.22644,260.969,258.88248,257.21075,255.71307,253.7251,251.47401,249.71141
247.10516,245.57271,243.94748,242.44188,241.18576,239.94984,238.6831,237.48984,236.47284,236.06735,235.76389,235.97328,236.87273,238.08257,239.75328,241.9723,244.3031,246.42796,247.304,247.12117,246.48875,245.0321,242.89871,240.90298,239.2301,237.70638,237.31804,237.86453,238.02731,238.46744,239.04736,239.45938,239.83022,240.17683,240.78134,242.13779,243.30089,244.2621,245.25017,246.04828,246.64252,248.11986,251.90503,261.87088,272.88422,274.61194,275.0015,274.07257,273.59558,273.1205,272.34454,271.8211,271.58395,271.50504,271.01984,270.54813,270.8695,269.36362,262.76065,258.9925,256.69742,255.35759,254.22665,253.8862,255.57509,257.95322,260.10968,260.57074,260.10706,259.11783,258.58295,257.75754,256.94095,258.3301,259.67938,261.33908,263.36432,262.9322,264.3472,264.72354,264.1169,264.89932,267.64584,270.25217,271.44272,271.4896,271.9774,271.6475,268.169,264.5488,259.88858,258.56204,255.40253,251.67014,250.48062,249.08704
246.07953,246.26817,244.25589,242.30719,240.95622,240.394,240.00691,240.02684,241.41019,241.39429,240.07756,239.04245,238.68254,239.06941,241.35054,244.96104,248.74356,252.9414,254.95192,253.36954,250.53372,246.84496,244.614,242.58936,240.7865,239.02773,238.63718,239.10461,239.88127,240.37138,240.50829,240.39743,239.99861,239.79071,240.49245,241.71153,242.75212,243.97725,245.09761,246.03716,246.98338,249.14474,253.03696,259.7768,272.23328,274.90738,275.27054,275.14752,274.49796,273.57703,272.85645,272.43857,272.16293,272.03937,272.01056,272.08206,272.26633,272.4541,272.66833,271.98938,270.46542,269.352,267.10385,266.00433,266.07285,267.6634,269.4518,269.97552,268.87894,267.40707,263.46588,262.07034,260.39127,259.14636,261.37878,262.90073,261.95117,257.96512,254.19418,262.63266,269.46893,271.14368,271.3423,271.70068,271.90997,272.0503,272.37393,272.7663,273.1617,273.5973,274.28217,273.79657,263.81952,256.5114,250.3061,245.91829
256.66815,251.02885,248.58408,247.84804,248.35107,250.14584,250.81992,250.01097,251.26663,249.65256,246.70677,245.39244,244.03548,242.03865,241.53255,244.20445,249.21721,256.17233,263.66742,259.6887,254.53091,249.20473,246.68886,244.92996,243.19075,241.58177,241.10747,241.66478,242.94254,243.5356,243.32324,242.95543,242.60191,241.99408,241.47675,241.95697,243.65808,245.55559,246.85458,247.92142,248.95122,249.25652,249.48317,253.26074,258.8407,269.4782,274.58737,274.6974,274.408,273.96103,273.52484,273.1919,272.91858,272.76077,272.7303,272.82364,273.01044,273.25354,273.52783,273.79523,274.0478,274.297,274.41617,274.38937,274.60263,275.07687,275.34573,275.59204,274.60928,273.9129,273.239,272.89133,272.81927,273.1867,274.14914,273.03052,270.85074,267.8127,263.26392,256.14346,270.0224,271.88934,272.11917,272.31036,272.3468,272.40427,272.62372,273.02075,273.59818,274.30182,274.93045,275.4178,273.42502,266.39478,258.13312,256.3361
